address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
"Motiwala Trade centre, Adjacent to KFC, Nirala Bazar  NEAR - DOMINO'S PIZZA.",Samarth Nagar,Aurangabad,73,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Proper Government Address Proof  PHOTO ID required at check Inn. Unmarried Couples Not allowed. Alcohol is strictly prohibited in the Hotel Premises.,"Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Audio - Visual Equipment|Wedding Services Facility|Wake-up Call / Service|Conference Facility |Electronic / Magnetic Keys|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Internet Access|Room Service",19.88050248,Samarth Nagar,75.3233542,HTLGBO1000027052,Hotel Pearls,Hotel,Aurangabad,21,Executive Room,45,4.3,Maharashtra,a2edf681cc273f326f5ca7afa5450ecc
V/45 Station Road  Hospet. Pin No - 583201 (Dist) Bellary.,Railway Station Road,Hospet,61,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Laundry Service Available|Front Desk|Local Tour / Travel Desk|Power Backup|Taxi Services,15.2846719,Railway Station Road,76.3868144,HTLGBO1000020172,Hotel Priyadarshini,Hotel,Hospet,40,Standard Non A/C Room,62,3.3,Karnataka,116b2619c933e75c8900ea80bfdb7e20
"Near Fort,  Ring Road, Jaisalmer",Jaisalmer Fort Area,Jaisalmer,81,The standard check-in time is 10:00 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check In 12:00 Check Out:10:00 Complimentary Pick up and Drop from Railway Station/ Bus Depot.,Currency Exchange|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Luggage Storage|Power Backup|Safari|Transfers Available|Car Rental|Taxi Services|Internet Access Free|Room Service (24 Hours)|Guide / Sightseeing Service|Adjoining Rooms,26.9111252,Jaisalmer Fort Area,70.9105189,HTLGBO1000018746,Hotel Qutub Villa,Hotel,Jaisalmer,14,Deluxe Room,43,4.2,Rajasthan,e108e140117bc4de0ea20b06f23c221d
"8147,Multani dhanda  Arakashan Road, Pahar Ganj, New Delhi",Paharganj,Delhi,66,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly At the time of check in guest must provide government Identity card.Local Identity card will not accepted.,Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Suitable For Children|Smoking Rooms|ATM / Banking|Electronic / Magnetic Keys|Car Rental|Taxi Services|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|Room Service,28.6457211,Paharganj,77.2166539,HTLGBO1000093424,Hotel Pink Palace,Hotel,Delhi,41,Deluxe Room,33,2.7,Delhi,21abe0cddcbe8db70d57f84e862b0f6c
"250 Navi Peth, ,Near Railway Station, Jalgaon Ho, Jalgaon Maharashtra - 425001",Station Road,Jalgaon,100,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Like the policy for : We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel|Spa On Site - Chargeable|Solarium|Squash court|Table Tennis|Tennis Court|Local Tour / Travel Desk|Valet service,21.0167633,Station Road,75.5635054,HTLGBO1000070276,Hotel Pathika,Hotel,Jalgaon,13,Non AC Room,3,3.7,Maharashtra,09e034591bee1850d71e6d2676f82830
Tourist Reception Center (Trc) Nowgam,Others,Srinagar,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Business Center |Concierge|Doctor on Call|Internet Access - Surcharge|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Local Tour / Travel Desk,34.0262062,Others,74.8243939,HTLGBO1000002443,Hotel Pine Spring,Hotel,Srinagar,44,Deluxe Room,1,5,Jammu and Kashmir,7845f6c5359eb767d18755843475140d
"Heeradungri, NTD, Near SSB RP Gate L R Shah Road NTD Almora- 263601",Kasar Devi,Almora,100,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Cancel before 4 days of arrival no charge.,Business Center |Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Conference Facility |Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,29.60970791,Kasar Devi,79.66697569,HTLGBO1000021668,Hotel Raj Rajeshwari,Villa,Almora,8,Executive double room,5,3.8,Uttarakhand,d0004cd00bf962ec3bebdd9f5d383301
"163, RNT Marg, Indore",Tukoganj,Indore,80,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Power Backup|Wedding Services Facility|Wake-up Call / Service|Conference Facility |Kitchen available (home cook food on request)|Vegetarian Food / Jain Food Available|Car Rental|Board Room|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Guide / Sightseeing Service|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Suites,22.71469644,Tukoganj,75.87401456,HTLGBO1000001539,Hotel President,Hotel,Indore,51,Executive Deluxe Room,25,3.9,Madhya Pradesh,cbb430d837ec3c892548e5a3dc03bbfe
"52-1/8-10F,NTR COLONY,MAIN ROAD","N.T.R. Health University,",Vijayawada,100,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly. According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",Banquet Facilities|Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Gardens|Board Room|Food Facility|Newspapers In Lobby|Parking Facility|Internet Access|Restaurant|Room Service,16.5137556,"N.T.R. Health University,",80.6106024,HTLGBO1000035018,HOTEL PARK N,Hotel,Vijayawada,28,Executive Room,6,3.6,Andhra Pradesh,0406567eda95f6a342ac19dee7929698
"West Sikkim, Geyzing",Middle Pelling,Pelling,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Only Pure Veg Food Is Served. No Pets Allowed .,Concierge|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Local Tour / Travel Desk|Power Backup|Wake-up Call / Service|Smoking Rooms|Multi - Line Phone|Smoking Area |Vegetarian Food / Jain Food Available|Car Rental|Air / Rail Booking|Parking Facility,27.3008336,Middle Pelling,88.2360967,HTLGBO1000021768,Hotel Pemasonam,Hotel,Pelling,18,Deluxe Room Only,9,4,Sikkim,3157e82e102166da2d7f380a66c9a65b
"1st  2nd Floor, H.No 37A, Jai Mata Di Complex, Near Delhi Darbar, New S.N.P Area, Sakchi, Jamshedpur  831001",Sakchi Gurudwara,Jamshedpur,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk,22.8494883,Sakchi Gurudwara,86.2085117,HTLGBO1000083764,The Welcomme Inn,Hotel,Jamshedpur,27,Standard Room,1,5,Jharkhand,95862843ef9adf5888394fc0ded4ad6b
"Trishla Resort, Vill Mungla P.O Gahidhar, Tehsil Banjar Distt kullu H.P.",Bhuntar,Kullu,66,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We are very much aware of your concerns about the privacy of your information. We have no desire or intent to infringe on your privacy and we will not provide your personal information to anyone else.,Laundry Service Available|Parking Facilities Available|Front Desk|Gardens|Parking Facility,31.64139776,Bhuntar,77.40882641,HTLGBO1000025122,Trishla Resort,Resort,Kullu,5,Luxury Room,3,5,Himachal Pradesh,c0d8a4eba011240ca99414cfeece25ea
"Beside TMC,Near APSRTC Bus Terminal (Next to SrinivasamTTD Complex), Tirumala Bye Pass Road,Tirupati",Main Town,Tirupati,80,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid GOVT photo identification at the time of check-in.  Unmarried Couples not allowed and pets not allowed  Standard Check-in time is 12:00 PM and Checkout time is 11:00 AM,Airport Transfer Available / Surcharge|Banquet Facilities|Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Multi Lingual Staff|Wake-up Call / Service|Kitchen available (home cook food on request)|Multi - Line Phone|Smoking Area |Village Visit ( Chargeable )|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Laptop Available on Hire|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Room Service,13.6315387,Main Town,79.4273341,HTLGBO1000005452,V K Residency,Hotel,Tirupati,44,Double Bed AC Room,484,3.9,Andhra Pradesh,84d760bae7e5438c6809074c6ee7d141
